,ACCIDENT_YEAR,BICYCLE_ACCIDENT,COLLISION_DATE,COLLISION_SEVERITY,COLLISION_TIME,COUNT_BICYCLIST_INJURED,COUNT_BICYCLIST_KILLED,DAY_OF_WEEK,DIRECTION,DISTANCE,INTERSECTION,LATITUDE,LONGITUDE,NUMBER_INJURED,NUMBER_KILLED,PRIMARY_RD,PROC_DATE,SECONDARY_RD,WEATHER_1,MONTH,DAY
1135,2018,Y,20181202,4,1738,1,0,7,N,140.0,N,37.74578,-122.386059,1,0,ILLINOIS ST,20190125,AMADOR ST,A,12,02
1136,2018,Y,20181202,3,1207,1,0,7,S,138.0,N,37.760118,-122.421429,1,0,VALENCIA ST,20190125,19TH ST,A,12,02
1137,2018,Y,20181201,4,755,1,0,6,,0.0,Y,37.755504,-122.417655,1,0,CAPP ST,20190125,22ND ST,B,12,01
1138,2018,Y,20181217,3,1958,1,0,1,E,153.0,N,37.763035,-122.426145,1,0,17TH ST,20190130,DOLORES ST,A,12,17
1139,2018,Y,20181228,4,1047,1,0,5,,0.0,Y,37.777987,-122.418151,1,0,POLK ST,20190124,DR TOM WADDELL PL,A,12,28
1140,2018,Y,20181213,4,1430,1,0,4,,0.0,Y,37.77008,-122.413079,1,0,HARRISON ST,20190129,12 ST,-,12,13
1141,2018,Y,20181222,3,2148,1,0,6,S,315.0,N,37.768547,-122.415635,1,0,FOLSOM ST,20190124,14TH ST,A,12,22
1142,2018,Y,20181215,4,1617,1,0,6,S,308.0,N,37.765047,-122.419667,1,0,MISSION ST,20190125,16TH ST,A,12,15
1143,2018,Y,20181212,3,748,1,0,3,W,28.0,N,37.742071,-122.403494,1,0,OAKDALE AV,20190129,BARNEVELD AV,A,12,12
1144,2018,Y,20181214,4,1814,1,0,5,S,260.0,N,37.755436,-122.418747,1,0,MISSION ST,20190125,22ND ST,C,12,14
1145,2018,Y,20181214,4,1640,1,0,5,N,18.0,N,37.761277,-122.428368,1,0,CHURCH ST,20190125,18TH ST,A,12,14
1146,2018,Y,20181225,2,1432,1,0,2,,0.0,Y,37.773137,-122.43748,1,0,DIVISADERO ST,20190125,OAK ST,A,12,25
1147,2018,Y,20181202,4,2126,1,0,7,,0.0,Y,37.786366,-122.419846,1,0,POLK ST,20190129,CEDAR ST,A,12,02
1148,2018,Y,20181203,4,1953,1,0,1,E,120.0,N,34.987202,-86.249199,1,0,HOWARD ST,20190130,4TH,-,12,03
1149,2018,Y,20181203,4,1120,1,0,1,,0.0,N,37.764936,-122.419657,1,0,MISSION ST,20190304,MISSION ST 3349,A,12,03
1150,2018,Y,20181203,3,1008,1,0,1,S,18.0,N,37.79007,-122.390999,1,0,FOLSOM ST,20190308,SPEAR ST,A,12,03
1151,2018,Y,20181223,4,1751,1,0,7,,0.0,Y,37.718887,-122.443724,1,0,GENEVA AV,20190130,CAYUGA AV,C,12,23
1152,2018,Y,20181201,2,2351,1,0,6,,0.0,Y,37.762985,-122.489989,1,0,IRVING ST,20190129,31ST AV,A,12,01
1153,2018,Y,20181228,4,1747,0,0,5,,0.0,Y,37.787583,-122.406602,1,0,STOCKTON ST,20190129,GEARY ST,A,12,28
1154,2018,Y,20181201,4,1752,1,0,6,,0.0,Y,37.778121,-122.428303,1,0,FULTON ST,20190129,BUCHANAN ST,A,12,01
1155,2018,Y,20181228,4,1541,1,0,5,E,92.0,N,37.780535,-122.408177,1,0,MINNA ST,20190130,6TH ST,A,12,28
1156,2018,Y,20181207,3,1208,0,0,5,,0.0,Y,37.788785,-122.402002,1,0,MARKET ST,20190129,MONTGOMERY ST,A,12,07
1157,2018,Y,20181206,4,900,1,0,4,,0.0,Y,37.778612,-122.44705,1,0,TURK ST,20190129,MASONIC AV,A,12,06
1158,2018,Y,20181219,3,1242,1,0,3,,0.0,Y,37.73428,-122.425808,1,0,MISSION ST,20190131,COLLEGE TER,A,12,19
1159,2018,Y,20181222,3,1820,1,0,6,,0.0,Y,37.728488,-122.384552,1,0,REVERE AV,20190130,INGALLS ST,A,12,22
1160,2018,Y,20181130,4,952,1,0,5,,0.0,Y,37.786603,-122.436752,1,0,PIERCE ST,20190123,BUSH ST,A,11,30
1161,2018,Y,20181218,4,736,1,0,2,E,0.0,N,37.768483,-122.416707,1,0,14TH ST,20190119,SHOTWELL ST,A,12,18
1162,2018,Y,20181217,3,1932,1,0,1,S,48.0,N,37.781062,-122.447518,1,0,MASONIC AV,20190130,OFARRELL ST,A,12,17
1163,2018,Y,20181219,3,1421,1,0,3,,0.0,Y,37.771268,-122.405475,1,0,BRANNAN ST,20190131,8TH ST,A,12,19
1164,2018,Y,20181227,3,909,1,0,4,,0.0,Y,37.747204,-122.459198,1,0,LAGUNA HONDA,20190129,DEWEY BL,A,12,27
1165,2018,Y,20181219,3,1800,1,0,3,,0.0,Y,37.758502,-122.421277,1,0,VALENCIA ST,20190128,20TH ST,A,12,19
1166,2018,Y,20181206,4,1410,1,0,4,E,30.0,N,37.785006,-122.400483,1,0,HOWARD ST,20190228,3RD ST,A,12,06
1167,2019,Y,20190123,4,1107,1,0,3,,0.0,Y,37.725286,-122.503072,1,0,GREAT HWY,20190423,SKYLINE BL,A,01,23
1168,2019,Y,20190107,3,902,1,0,1,E,216.0,N,37.780905,-122.411993,1,0,MARKET ST,20190312,JONES ST,B,01,07
1169,2019,Y,20190126,2,2230,1,0,6,W,290.0,N,37.731551,-122.439748,1,0,MONTEREY BL,20190307,BADEN ST,A,01,26
1170,2019,Y,20190119,4,1718,1,0,6,E,80.0,N,37.781628,-122.493456,1,0,CLEMENT ST,20190314,33RD AV,A,01,19
1171,2019,Y,20190102,4,814,1,0,3,,0.0,Y,37.774326,-122.417128,1,0,MISSION ST,20190227,11TH ST,A,01,02
1172,2019,Y,20190115,3,1845,1,0,2,W,25.0,N,37.770764,-122.486594,1,0,JOHN F KENNEDY DR,20190301,MARX MEADOW DR,C,01,15
1173,2019,Y,20190103,4,710,1,0,4,N,20.0,N,37.7323,-122.435032,1,0,MONTEREY BL,20190301,JOOST ST,A,01,03
1174,2019,Y,20190106,3,1431,1,0,7,,0.0,Y,37.769036,-122.410827,1,0,BRYANT ST,20190301,DIVISION ST,C,01,06
1175,2019,Y,20190129,3,1945,1,0,2,,0.0,Y,37.778628,-122.431778,1,0,MCALLISTER ST,20190228,FILLMORE ST,A,01,29
1176,2019,Y,20190102,4,2058,1,0,3,N,4.0,N,37.779733,-122.407177,1,0,6TH ST,20190301,HOWARD ST,A,01,02
1177,2019,Y,20190112,4,2220,1,0,6,,0.0,Y,37.768149,-122.422214,1,0,14TH ST,20190227,VALENCIA ST,A,01,12
1178,2019,Y,20190102,3,1830,1,0,3,S,55.0,N,37.788293,-122.408428,1,0,POWELL ST,20190227,POST ST,A,01,02
1179,2019,Y,20190117,4,1730,1,0,4,W,150.0,N,37.77706,-122.395036,1,0,TOWNSEND ST,20190228,4TH ST,F,01,17
1180,2019,Y,20190106,3,1600,1,0,7,,0.0,Y,37.766545,-122.422047,1,0,VALENCIA ST,20190314,15TH ST,C,01,06
1181,2019,Y,20190125,2,2100,1,0,5,,0.0,Y,37.747636,-122.403603,1,0,BAYSHORE BL,20190227,MARIN ST,A,01,25
1182,2019,Y,20190124,3,2032,1,0,4,N,60.0,N,37.773647,-122.391475,1,0,4TH ST,20190312,LONGBRIDGE,A,01,24
1183,2019,Y,20190118,3,1254,1,0,5,,0.0,Y,37.766021,-122.430706,1,0,MARKET ST,20190228,15TH ST,A,01,18
1184,2019,Y,20190122,4,1125,1,0,2,,0.0,Y,37.768292,-122.419984,1,0,14TH ST,20190228,MISSION ST,A,01,22
1185,2019,Y,20190124,2,730,1,0,4,E,50.0,N,37.767157,-122.406672,1,0,15TH ST,20190227,UTAH ST,A,01,24
1186,2019,Y,20190117,4,1810,1,0,4,,0.0,Y,37.806615,-122.405917,1,0,THE EMBARCADERO,20190228,BAY ST,A,01,17
1187,2019,Y,20190103,4,1906,1,0,4,W,463.0,N,37.783265,-122.402715,1,0,HOWARD ST,20190312,4TH ST,A,01,03
1188,2019,Y,20190122,3,830,1,0,2,,0.0,N,37.734281,-122.483468,1,0,SLOAT BL,20190301,19TH AV,A,01,22
1189,2019,Y,20190104,0,1629,0,0,5,,0.0,Y,37.76982,-122.423153,0,0,DUBOCE AV,20190305,ELGIN PARK,A,01,04
1190,2019,Y,20190308,1,819,0,1,5,E,79.0,N,37.779733,-122.407177,0,1,HOWARD ST,20190501,6TH ST,B,03,08
1191,2019,Y,20190221,3,1916,1,0,4,,0.0,N,37.787654,-122.403449,1,0,MARKET ST,20190322,MARKET ST 1178,A,02,21
1192,2019,Y,20190107,4,1038,1,0,1,W,25.0,N,37.789776,-122.397555,1,0,MISSION ST,20190403,1ST ST,B,01,07
1193,2019,Y,20190128,0,1754,0,0,1,S,0.0,N,37.791505,-122.420873,0,0,POLK ST,20190403,SACRAMENTO ST,A,01,28
1194,2019,Y,20190227,4,903,1,0,3,,0.0,Y,37.778121,-122.428303,1,0,FULTON ST,20190327,BUCHANAN ST,A,02,27
1195,2019,Y,20190205,4,1510,1,0,2,N,176.0,N,37.77219,-122.386967,1,0,TERRY A FRANCOIS BL,20190327,CHINA BASIN ST,A,02,05
1196,2019,Y,20190103,4,1757,1,0,4,,0.0,Y,37.735397,-122.506805,1,0,GREAT HWY,20190306,SLOAT BL,A,01,03
1197,2019,Y,20190219,4,1632,1,0,2,,0.0,Y,37.777809,-122.423179,1,0,GOUGH ST,20190322,GROVE ST,A,02,19
1198,2019,Y,20190228,0,941,0,0,4,S,100.0,N,37.793448,-122.397607,0,0,DAVIS ST,20190315,CALIFORNIA ST,A,02,28
1199,2019,Y,20190202,3,1939,1,0,6,,0.0,Y,37.777621,-122.455227,1,0,TURK BL,20190320,STANYAN ST,C,02,02
1200,2019,Y,20190219,3,1949,1,0,2,W,39.0,N,37.770345,-122.460301,2,0,NANCY PELOSI DR,20190318,BOWLING GREEN DR,A,02,19
1201,2019,Y,20190211,2,2151,1,0,1,,0.0,Y,37.779201,-122.410946,1,0,MISSION ST,20190320,7TH ST,-,02,11
1202,2019,Y,20190205,3,949,1,0,2,,0.0,Y,37.785898,-122.419744,1,0,POLK ST,20190327,GEARY ST,A,02,05
1203,2019,Y,20190219,4,834,1,0,2,N,10.0,N,37.78913,-122.402038,1,0,MONTGOMERY ST,20190318,POST ST,A,02,19
1204,2019,Y,20190220,3,1738,1,0,3,,0.0,Y,37.768774,-122.422269,1,0,VALENCIA ST,20190320,BROSNAN ST,A,02,20
1205,2019,Y,20190205,3,1700,1,0,2,,0.0,Y,37.781756,-122.409697,1,0,6TH ST,20190321,STEVENSON ST,A,02,05
1206,2019,Y,20190203,3,1200,1,0,7,S,16.0,N,37.798341,-122.425628,1,0,FRANKLIN ST,20190320,UNION ST,C,02,03
1207,2019,Y,20190227,4,1528,1,0,3,,0.0,Y,37.725533,-122.394356,1,0,3RD ST,20190320,CARROLL AV,B,02,27
1208,2019,Y,20190212,4,1635,1,0,2,S,42.0,N,37.764179,-122.413004,1,0,HARRISON ST,20190320,17TH ST,A,02,12
1209,2019,Y,20190212,4,1000,1,0,2,,0.0,Y,37.78008,-122.420168,1,0,STANYAN BL,20190319,TURK BL,B,02,12
1210,2019,Y,20190222,3,1530,1,0,5,N,20.0,N,37.796298,-122.411726,1,0,MASON ST,20190320,PACIFIC AV,A,02,22
1211,2019,Y,20190224,3,1740,1,0,7,,0.0,Y,37.777799,-122.400303,1,0,BRYANT ST,20190319,5TH ST,B,02,24
1212,2019,Y,20190201,4,1422,1,0,5,,0.0,Y,37.78008,-122.420168,1,0,SUTTER ST,20190320,HARRISON ST,C,02,01
1213,2019,Y,20190201,3,1200,1,0,5,,0.0,Y,37.714261,-122.436155,1,0,GENEVA,20190320,NAPLES ST,C,02,01
1214,2019,Y,20190228,2,626,1,0,4,,0.0,Y,37.764139,-122.464173,1,0,7TH AV,20190320,IRVING ST,A,02,28
1215,2019,Y,20190215,3,1800,1,0,5,S,131.0,N,37.770484,-122.479933,1,0,TRANSVERSE DR,20190320,JOHN F KENNEDY DR,B,02,15
1216,2019,Y,20190222,4,1706,1,0,5,,0.0,Y,37.787608,-122.485284,1,0,25TH AV,20190319,EL CAMINO DEL MAR,A,02,22
1217,2019,Y,20190215,4,1530,1,0,5,N,23.0,N,37.763245,-122.422759,1,0,ALBION ST,20190320,17TH ST,A,02,15
1218,2019,Y,20190214,3,1730,1,0,4,,0.0,Y,37.748982,-122.419246,1,0,BARTLETT ST,20190319,26TH ST,A,02,14
1219,2019,Y,20190214,4,2219,1,0,4,,0.0,Y,37.774979,-122.410075,1,0,8TH ST,20190320,FOLSOM ST,C,02,14
1220,2019,Y,20190210,4,1847,0,0,7,,0.0,Y,37.763245,-122.422759,1,0,17TH ST,20190319,ALBION ST,A,02,10
1221,2019,Y,20190219,4,1738,0,0,2,S,55.0,N,37.789628,-122.405402,1,0,GRANT AV,20190318,SUTTER ST,A,02,19
1222,2019,Y,20190109,4,1746,1,0,3,N,115.0,N,37.76985,-122.422378,1,0,VALENCIA ST,20190322,DUBOCE AV,B,01,09
1223,2019,Y,20190103,4,1220,1,0,4,,0.0,Y,37.782214,-122.41031,1,0,TAYLOR ST,20190321,MARKET ST,A,01,03
1224,2019,Y,20190325,4,1650,1,0,1,,0.0,Y,37.787291,-122.420024,1,0,POLK ST,20190430,HEMLOCK ST,C,03,25
1225,2019,Y,20190326,4,1051,1,0,2,,0.0,Y,37.78078,-122.399662,1,0,HARRISON ST,20190430,4TH ST,A,03,26
1226,2019,Y,20190322,4,1930,1,0,5,W,71.0,N,37.764501,-122.42866,1,0,16TH ST,20190430,CHURCH ST,C,03,22
1227,2019,Y,20190321,3,1759,1,0,4,,0.0,Y,37.76972,-122.404966,1,0,DIVISION ST,20190501,VERMONT ST,A,03,21
1228,2019,Y,20190321,3,930,1,0,4,,0.0,Y,37.78008,-122.420168,1,0,SKYLINE BL,20190501,SLOAT BL,A,03,21
1229,2019,Y,20190319,3,1833,1,0,2,,0.0,Y,37.765185,-122.417485,1,0,16TH ST,20190502,S VAN NESS AV,A,03,19
1230,2019,Y,20190315,3,1150,1,0,5,,0.0,-,37.78008,-122.420168,1,0,2ND ST,20190430,2ND ST 222,A,03,15
1231,2019,Y,20190315,3,934,2,0,5,,0.0,Y,37.794674,-122.399579,2,0,EMBARCADERO NORTH,20190430,BRYANT ST,A,03,15
1232,2019,Y,20190328,3,1750,1,0,4,,0.0,Y,37.769419,-122.413403,1,0,13TH ST,20190502,HARRISON ST,A,03,28
1233,2019,Y,20190305,3,1900,1,0,2,,0.0,Y,37.774188,-122.489685,1,0,30TH AV,20190501,CABRILLO ST,C,03,05
1234,2019,Y,20190319,4,1426,1,0,2,,0.0,Y,37.774979,-122.410075,1,0,FOLSOM ST,20190501,8TH ST,A,03,19
1235,2019,Y,20190319,3,1059,1,0,2,,0.0,Y,37.780511,-122.41698,1,0,LARKIN ST,20190501,MCALLISTER ST,A,03,19
1236,2019,Y,20190315,3,1803,1,0,5,,0.0,Y,37.777434,-122.459732,1,0,BALBOA ST,20190502,2ND AV,A,03,15
1237,2019,Y,20190331,3,1428,1,0,7,S,275.0,N,37.806615,-122.405917,1,0,THE EMBARCADERO,20190430,BAY ST,A,03,31
1238,2019,Y,20190329,3,858,0,0,5,E,40.0,N,37.778502,-122.405629,1,0,FOLSOM ST,20190430,6TH ST,A,03,29
1239,2019,Y,20190329,3,1750,1,0,5,W,80.0,N,37.761158,-122.430571,1,0,18TH ST,20190430,SANCHEZ ST,A,03,29
1240,2019,Y,20190319,2,1638,1,0,2,,0.0,Y,37.780915,-122.413698,1,0,MCALLISTER ST,20190502,LEAVENWORTH ST,A,03,19
1241,2019,Y,20190301,4,1838,1,0,5,,0.0,Y,37.764394,-122.430891,1,0,SANCHEZ ST,20190501,16TH ST,A,03,01
1242,2019,Y,20190304,3,2053,1,0,1,,0.0,Y,37.786234,-122.401979,1,0,MISSION ST,20190501,3RD ST,A,03,04
1243,2019,Y,20190330,3,1110,1,0,6,,0.0,Y,37.77867,-122.416608,1,0,LARKIN ST,20190430,GROVE ST,A,03,30
1244,2019,Y,20190330,3,1155,1,0,6,,0.0,Y,37.741035,-122.422824,1,0,MISSION ST,20190430,CORTLAND AV,A,03,30
1245,2019,Y,20190305,3,1630,1,0,2,N,205.0,N,37.759197,-122.409774,1,0,BRYANT ST,20190501,20TH ST,C,03,05
1246,2019,Y,20190308,2,1200,1,0,5,,0.0,Y,37.768774,-122.422269,1,0,VALENCIA ST,20190502,BROSNAN ST,A,03,08
1247,2019,Y,20190317,3,1000,1,0,7,,0.0,Y,37.752891,-122.386827,1,0,ILLINOIS ST,20190501,25TH ST,A,03,17
1248,2019,Y,20190317,4,1315,1,0,7,W,156.0,N,37.761277,-122.428368,1,0,18TH ST,20190502,CHURCH ST,A,03,17
1249,2019,Y,20190315,3,2039,1,0,5,E,15.0,N,37.776045,-122.429573,1,0,HAYES ST,20190501,WEBSTER ST,A,03,15
1250,2019,Y,20190304,4,1116,1,0,1,S,10.0,N,37.792339,-122.391222,1,0,THE EMBARCADERO,20190502,HOWARD ST,A,03,04
1251,2019,Y,20190223,3,45,1,0,6,,0.0,Y,37.769678,-122.41773,1,0,SOUTH VAN NESS AV,20190430,13TH ST,A,02,23
1252,2019,Y,20190326,0,1119,0,0,2,W,167.0,N,37.78352,-122.415898,0,0,EDDY ST,20190501,HYDE ST,A,03,26
1253,2019,Y,20190310,2,1156,1,0,7,,0.0,Y,37.785276,-122.405191,1,0,4TH ST,20190502,STEVENSON ST,B,03,10
1254,2019,Y,20190302,4,1310,1,0,6,,0.0,Y,37.748167,-122.420296,1,0,CESAR CHAVEZ ST,20190501,VALENCIA ST,C,03,02
1255,2019,Y,20190319,2,822,1,0,2,,0.0,Y,37.794677,-122.403142,2,0,CLAY ST,20190501,MONTGOMERY ST,A,03,19
1256,2019,Y,20190315,4,757,1,0,5,,0.0,Y,37.768021,-122.424377,1,0,14TH ST,20190501,GUERRERO ST,A,03,15
1257,2019,Y,20190329,4,1306,1,0,5,,0.0,Y,37.78008,-122.420168,1,0,TOWNSEND ST,20190501,8TH ST,A,03,29
1258,2019,Y,20190304,0,820,0,0,1,E,25.0,N,37.779787,-122.415144,0,0,HYDE ST,20190501,FULTON ST,B,03,04
173,2017,Y,20170224,3,746,1,0,5,N,166.0,N,37.74074,-122.42376999999999,1,0,SAN JOSE AV,20170315,BROOK ST,A,02,24
254,2017,Y,20170214,3,801,1,0,2,,0.0,Y,37.76963,-122.41323,1,0,13TH ST,20170323,HARRISON ST,A,02,14
940,2017,Y,20170224,4,1600,1,0,5,E,113.0,N,37.77722,-122.4364,1,0,FULTON ST,20170317,SCOTT ST,A,02,24
952,2017,Y,20170130,3,915,1,0,1,W,73.0,N,37.76599,-122.40358,1,0,16TH ST,20170321,KANSAS ST,A,01,30
1181,2017,Y,20170213,3,1943,2,0,1,,0.0,Y,37.76465,-122.40446999999999,2,0,VERMONT ST,20170413,17TH ST,A,02,13
1216,2017,Y,20170314,2,1041,1,0,2,,0.0,Y,37.7964,-122.39695,1,0,DRUMM ST,20170413,WASHINGTON ST,A,03,14
1876,2017,Y,20170510,4,1240,0,0,3,,0.0,Y,37.80851,-122.41413,1,0,JEFFERSON ST,20170614,MASON ST,A,05,10
2207,2017,Y,20170619,4,755,1,0,1,,0.0,Y,37.778890000000004,-122.4299,1,0,WEBSTER ST,20170809,MCALLISTER ST,A,06,19
2251,2017,Y,20170620,1,1734,0,1,2,,0.0,Y,37.72983,-122.43319,0,1,ALEMANY BL,20170728,SILVER AV,A,06,20
2375,2017,Y,20170613,3,1026,1,0,2,,0.0,Y,37.77152,-122.42257,1,0,VALENCIA ST,20170719,MCCOPPIN ST,A,06,13
2557,2017,Y,20170619,3,1737,1,0,1,,0.0,Y,37.774770000000004,-122.42408999999999,1,0,OAK ST,20170720,OCTAVIA ST,A,06,19
2841,2017,Y,20170719,4,1807,0,0,3,W,9.0,N,37.77925,-122.42667,1,0,MCALLISTER ST,20170809,LAGUNA ST,A,07,19
3542,2017,Y,20170929,4,930,1,0,5,,0.0,Y,37.777,-122.41281000000001,1,0,8TH ST,20171012,MINNA ST,B,09,29
3723,2017,Y,20170621,4,845,1,0,3,E,77.0,N,37.78033,-122.41871,1,0,MCALLISTER ST,20171016,POLK ST,A,06,21
4136,2017,Y,20171007,0,2004,0,0,6,,0.0,N,37.77131,-122.44433000000001,0,0,PAGE ST,20171118,CENTRAL ST,A,10,07
4145,2017,Y,20171021,4,1900,1,0,6,,0.0,-,37.73352,-122.43137,1,0,SAN JOSE AV,20180217,BOSWORTH ST,A,10,21
4438,2017,Y,20171106,3,1159,1,0,1,,0.0,Y,37.77717,-122.39504,1,0,4TH ST,20171220,TOWNSEND ST,A,11,06
4746,2017,Y,20171130,3,1125,1,0,4,,0.0,Y,37.77182,-122.42343000000001,1,0,MARKET ST,20180126,OCTAVIA ST,A,11,30
5150,2017,Y,20170126,3,1240,1,0,4,N,2112.0,N,37.81712,-122.47816999999999,1,0,US-101 N/B (GGB EAST SIDEWALK),20170127,SOUTH TOWER,A,01,26
5416,2017,Y,20170312,2,1256,1,0,7,S,295.0,N,37.81315,-122.47793999999999,1,0,US-101 S/B (GGB WEST SIDEWALK),20170320,GOLDEN GATE BRIDGE SOUTH TOWER,A,03,12
5513,2017,Y,20170331,3,1510,1,0,5,S,2250.0,N,37.81674,-122.47828,1,0,US-101 SOUTHBOUND (GGB WEST WALKWAY),20170406,NORTH TOWER OF GOLDEN GATE BRIDGE,A,03,31
5797,2017,Y,20170517,3,724,2,0,3,S,150.0,N,37.8253,-122.4791,2,0,US-101 S/B (EAST SIDEWALK OF GGB),20170525,NORTH TOWER ,A,05,17
6206,2017,Y,20170729,2,1716,1,0,6,S,5.0,N,37.82544,-122.47933,1,0,US-101 S/B,20170802,GOLDEN GATE BRIDGE NORTH TOWER,B,07,29
6270,2017,Y,20170803,2,1130,1,0,4,N,560.0,N,37.80849,-122.47671000000001,2,0,GGB EAST SIDEWALK,20170814,GGB TOLL PLAZA,B,08,03
6358,2017,Y,20170818,3,1025,1,0,5,S,2.0,N,37.825520000000004,-122.47934,1,0,US-101 S/B,20170828,GGB NORTH TOWER,B,08,18
6640,2017,Y,20171024,3,1326,1,0,2,N,20.0,N,37.813140000000004,-122.47747,1,0,EAST WALKWAY OF THE GOLDEN GATE BRIDGE ,20171026,LT. POLE # 103,A,10,24
7041,2017,Y,20171210,2,1300,1,0,7,N,5808.0,N,37.8191,-122.47823999999999,1,0,US-101 S/B (GGB WEST SIDEWALK),20171218,MERCHANT RD,A,12,10
7389,2018,Y,20180125,3,926,1,0,4,N,193.0,N,37.76894,-122.38656,1,0,TERRY A FRANCOIS BL,20180214,SOUTH ST,B,01,25
9067,2018,Y,20180506,3,1441,1,0,7,W,10.0,N,37.77134,-122.49847,1,0,36TH AV,20180622,TREE #478,A,05,06
10230,2018,Y,20180829,3,1450,1,0,3,,0.0,Y,37.7258,-122.38982,1,0,JENNINGS ST,20181018,YOSEMITE AV,A,08,29
10799,2018,Y,20181025,4,1959,1,0,4,E,112.0,N,37.77902,-122.41445,1,0,MARKET ST,20181207,HYDE ST,A,10,25
11447,2018,Y,20181117,4,1523,1,0,6,S,16.0,N,37.46332,-122.25222,1,0,GOUGH ST,20181224,FELL ST,A,11,17
11728,2018,Y,20181228,3,1608,0,0,5,,0.0,Y,37.78501,-122.41123999999999,1,0,ELLIS ST,20190129,TAYLOR ST,A,12,28
12354,2018,Y,20180329,3,1235,1,0,4,S,4.0,N,37.82549,-122.47918,1,0,US-101 N/B (GOLDEN GATE BRIDGE),20180403,NORTH TOWER,A,03,29
12356,2018,Y,20180329,3,1236,1,0,4,S,4.0,N,37.82549,-122.47918,1,0,US-101 N/B (GOLDEN GATE BRIDGE),20180403,NORTH TOWER,A,03,29
12398,2018,Y,20180330,3,1328,1,0,5,E,400.0,N,37.80557,-122.47599,1,0,MERCHANT RD,20180410,LINCOLN AVE,A,03,30
12439,2018,Y,20180414,4,1240,1,0,6,S,320.0,N,37.813159999999996,-122.47766999999999,1,0,US-101 GOLDEN GATE BRIDGE BICYCLE PATH,20180420,GOLDEN GATE BRIDGE SOUTH TOWER,A,04,14
12892,2018,Y,20180706,4,1015,1,0,5,N,3168.0,N,37.815,-122.47796000000001,1,0,US-101 N/B (GOLDEN GATE BRIDGE),20180716,LINCOLN BLVD,B,07,06
13479,2018,Y,20181102,2,941,1,0,5,E,80.0,N,37.80787,-122.4756,1,0,GOLDEN GATE BRIDGE EAST PLAZA ,20181108,US-101,B,11,02
13594,2018,Y,20181118,3,1730,2,0,7,S,700.0,N,37.81167,-122.4777,2,0,US-101 SB (GOLDEN GATE BRIDGE),20181130,GGB SOUTH TOWER,A,11,18
13830,2018,Y,20181215,3,1515,1,0,6,S,100.0,N,37.816320000000005,-122.47863999999998,1,0,GOLDEN GATE BRIDGE BICYCLE PATH,20190107,LIGHT POST 86,A,12,15
14547,2019,Y,20190330,4,1206,1,0,6,,0.0,Y,37.76469,-122.40353999999999,1,0,17TH ST,20190430,KANSAS ST,A,03,30
14926,2019,Y,20190126,3,1340,1,0,6,N,20.0,N,37.814029999999995,-122.47836000000001,1,0,"US-101 SB, GGB WEST SIDEWALK",20190205,SOUTH TOWER OF THE GOLDEN GATE BRIDGE,A,01,26
